date,campaign_id,category_name,product_type,detail_views,wish_adds,funding_count,comment_count,backed_amount,funding_amount_dod,participation_dod,signature_dod,comment_dod,wish_dod,total_funding_amount,participation_cnt,signature_cnt,comment_cnt,wish_cnt,detail_view_cnt,achievement_rate,daily_conversion_rate,cumulative_conversion_rate,title,maker_name,remaining_day,target_amount
2026-04-12,398151,스킨케어,REWARD,372,15,6,0,277729,266393,7,3,0,15,5199024,122,49,13,273,5515,25.99512,0.01881720430107527,0.02212148685403445,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-13,398151,스킨케어,REWARD,250,12,7,2,357369,342783,8,2,2,12,5541807,130,51,15,285,5765,27.709035,0.032,0.022549869904596703,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-14,398151,스킨케어,REWARD,294,14,9,1,289871,278040,10,2,1,14,5819847,140,53,16,299,6059,29.099235,0.034013605442176874,0.023106123122627498,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-15,398151,스킨케어,REWARD,331,16,7,2,263733,252969,8,3,2,16,6072816,148,56,18,315,6390,30.364079999999998,0.02416918429003021,0.023161189358372455,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-16,398151,스킨케어,REWARD,246,17,7,0,391801,375809,8,3,0,17,6448625,156,59,18,332,6636,32.243125,0.032520325203252036,0.023508137432188065,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-17,398151,스킨케어,REWARD,319,13,6,0,328145,314752,7,2,0,13,6763377,163,61,18,345,6955,33.816885,0.0219435736677116,0.023436376707404744,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-18,398151,스킨케어,REWARD,244,14,6,2,379299,363818,7,2,2,14,7127195,170,63,20,359,7199,35.635974999999995,0.028688524590163935,0.02361439088762328,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-19,398151,스킨케어,REWARD,202,13,7,1,373767,358512,8,2,1,13,7485707,178,65,21,372,7401,37.428535000000004,0.039603960396039604,0.024050803945412782,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-20,398151,스킨케어,REWARD,256,15,5,1,299143,286933,6,3,1,15,7772640,184,68,22,387,7657,38.8632,0.0234375,0.024030299072743896,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-21,398151,스킨케어,REWARD,341,14,6,3,388917,373043,7,2,3,14,8145683,191,70,25,401,7998,40.728415,0.020527859237536656,0.02388097024256064,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-22,398151,스킨케어,REWARD,365,14,5,0,344328,330274,6,2,0,14,8475957,197,72,25,415,8363,42.379785,0.01643835616438356,0.023556140141097692,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-23,398151,스킨케어,REWARD,354,13,7,0,495909,475668,8,2,0,13,8951625,205,74,25,428,8717,44.758125,0.022598870056497175,0.023517265114144776,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-24,398151,스킨케어,REWARD,288,14,6,2,398989,382704,7,2,2,14,9334329,212,76,27,442,9005,46.671645,0.024305555555555556,0.02354247640199889,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-25,398151,스킨케어,REWARD,376,28,8,1,423524,406238,9,5,1,28,9740567,221,81,28,470,9381,48.702835,0.023936170212765957,0.023558256049461677,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-26,398151,스킨케어,REWARD,379,14,8,0,492277,472184,9,2,0,14,10212751,230,83,28,484,9760,51.063755,0.023746701846965697,0.0235655737704918,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-27,398151,스킨케어,REWARD,503,20,10,2,551011,528521,11,3,2,20,10741272,241,86,30,504,10263,53.70636,0.02186878727634195,0.023482412549936667,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-04-28,398151,스킨케어,REWARD,612,21,9,1,686758,658728,5,5,1,21,11400000,246,91,31,525,10875,56.99999999999999,0.008169934640522876,0.022620689655172412,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,주식회사 사북상회,-12,20000000.0
2026-03-30,402035,반려동물,PREORDER,12299,935,236,22,7848217,7623786,227,50,22,935,7623786,227,50,22,935,12299,38.11893,0.01845678510448004,0.01845678510448004,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-03-31,402035,반려동물,PREORDER,12916,712,135,17,7236057,7029132,130,38,17,712,14652918,357,88,39,1647,25215,73.26459,0.010065035614741405,0.014158239143367043,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-01,402035,반려동물,PREORDER,8083,813,100,0,6178495,6001812,96,44,0,813,20654730,453,132,39,2460,33298,103.27364999999999,0.01187677842385253,0.013604420685927083,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-02,402035,반려동물,PREORDER,9014,670,94,8,6654014,6463733,90,36,8,670,27118463,543,168,47,3130,42312,135.59231499999999,0.009984468604393166,0.012833238797504254,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-03,402035,반려동물,PREORDER,6914,520,77,9,4879254,4739725,74,28,9,520,31858188,617,196,56,3650,49226,159.29093999999998,0.010702921608330923,0.012534026733839842,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-04,402035,반려동물,PREORDER,6013,299,80,13,6804633,6610045,77,16,13,299,38468233,694,212,69,3949,55239,192.341165,0.012805587892898719,0.012563587320552507,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-05,402035,반려동물,PREORDER,7459,437,90,14,4794472,4657367,86,24,14,437,43125600,780,236,83,4386,62698,215.62800000000001,0.011529695669660812,0.012440588216530032,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-06,402035,반려동물,PREORDER,8266,452,84,8,5077805,4932598,81,24,8,452,48058198,861,260,91,4838,70964,240.29099,0.009799177353012339,0.012132912462657122,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-07,402035,반려동물,PREORDER,8372,492,79,12,6003034,5831369,76,27,12,492,53889567,937,287,103,5330,79336,269.447835,0.009077878643096034,0.011810527377231017,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-08,402035,반려동물,PREORDER,8378,483,78,14,6152993,5977040,75,26,14,483,59866607,1012,313,117,5813,87714,299.333035,0.008952017187873001,0.011537496864810634,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-09,402035,반려동물,PREORDER,7714,215,124,17,4489131,4360758,119,12,17,215,64227365,1131,325,134,6028,95428,321.136825,0.015426497277676952,0.011851867376451357,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-10,402035,반려동물,PREORDER,7947,464,91,13,6081641,5907728,87,25,13,464,70135093,1218,350,147,6492,103375,350.675465,0.010947527368818422,0.011782345828295042,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-11,402035,반려동물,PREORDER,11285,471,128,11,7146801,6942428,123,25,11,471,77077521,1341,375,158,6963,114660,385.387605,0.010899424014178113,0.011695447409733124,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-12,402035,반려동물,PREORDER,11155,628,122,24,5641173,5479856,117,34,24,628,82557377,1458,409,182,7591,125815,412.786885,0.010488570147915733,0.01158844334936216,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-04-13,402035,반려동물,PREORDER,15253,693,181,23,7249943,7042623,174,38,23,693,89600000,1632,447,205,8284,141068,448.00000000000006,0.011407591949124763,0.011568888762866136,반려동물 털 걱정을 줄이는 바이브 클리너,주식회사 리디아 컴퍼니,-27,20000000.0
2026-03-30,399901,푸드,PREORDER,383,9,0,0,169941,168463,0,1,0,9,168463,0,1,0,9,383,3.36926,0.0,0.0,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-03-31,399901,푸드,PREORDER,294,12,3,0,134693,133522,4,1,0,12,301985,4,2,0,21,677,6.0397,0.013605442176870748,0.005908419497784343,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-01,399901,푸드,PREORDER,225,7,3,0,112131,111156,4,1,0,7,413141,8,3,0,28,902,8.26282,0.017777777777777778,0.008869179600886918,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-02,399901,푸드,PREORDER,204,6,1,0,128114,127000,1,1,0,6,540141,9,4,0,34,1106,10.80282,0.004901960784313725,0.0081374321880651,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-03,399901,푸드,PREORDER,189,10,1,0,76039,75378,1,1,0,10,615519,10,5,0,44,1295,12.31038,0.005291005291005291,0.007722007722007722,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-04,399901,푸드,PREORDER,185,6,2,0,93566,92752,3,1,0,6,708271,13,6,0,50,1480,14.165420000000001,0.016216216216216217,0.008783783783783784,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-05,399901,푸드,PREORDER,139,3,0,0,68059,67467,0,0,0,3,775738,13,6,0,53,1619,15.514759999999999,0.0,0.008029647930821495,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-06,399901,푸드,PREORDER,165,7,1,0,75750,75091,1,1,0,7,850829,14,7,0,60,1784,17.01658,0.006060606060606061,0.007847533632286996,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-07,399901,푸드,PREORDER,128,5,2,0,108353,107411,3,0,0,5,958240,17,7,0,65,1912,19.1648,0.0234375,0.00889121338912134,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-08,399901,푸드,PREORDER,182,8,1,0,66607,66028,1,1,0,8,1024268,18,8,0,73,2094,20.48536,0.005494505494505495,0.008595988538681949,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-09,399901,푸드,PREORDER,156,7,3,0,69448,68844,4,1,0,7,1093112,22,9,0,80,2250,21.86224,0.02564102564102564,0.009777777777777778,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-10,399901,푸드,PREORDER,180,5,0,2,77673,76998,0,0,2,5,1170110,22,9,2,85,2430,23.4022,0.0,0.00905349794238683,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-11,399901,푸드,PREORDER,174,8,0,0,80815,80112,0,1,0,8,1250222,22,10,2,93,2604,25.00444,0.0,0.008448540706605223,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-12,399901,푸드,PREORDER,159,5,0,0,68991,68391,0,0,0,5,1318613,22,10,2,98,2763,26.372259999999997,0.0,0.007962359753890699,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-13,399901,푸드,PREORDER,165,7,2,1,94986,94160,3,1,1,7,1412773,25,11,3,105,2928,28.25546,0.01818181818181818,0.00853825136612022,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-14,399901,푸드,PREORDER,143,7,0,0,85115,84375,0,1,0,7,1497148,25,12,3,112,3071,29.942960000000003,0.0,0.0081406707912732,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-15,399901,푸드,PREORDER,131,4,1,1,95408,94578,1,0,1,4,1591726,26,12,4,116,3202,31.834519999999998,0.007633587786259542,0.008119925046845722,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-16,399901,푸드,PREORDER,186,7,0,0,77877,77200,0,1,0,7,1668926,26,13,4,123,3388,33.37852,0.0,0.007674144037780401,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-17,399901,푸드,PREORDER,150,7,0,0,82633,81915,0,1,0,7,1750841,26,14,4,130,3538,35.016819999999996,0.0,0.007348784624081402,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-18,399901,푸드,PREORDER,197,7,0,0,93549,92736,0,1,0,7,1843577,26,15,4,137,3735,36.87154,0.0,0.0069611780455153946,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-19,399901,푸드,PREORDER,156,5,2,0,83602,82875,3,0,0,5,1926452,29,15,4,142,3891,38.529039999999995,0.019230769230769232,0.007453096890259574,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-20,399901,푸드,PREORDER,143,4,0,0,75808,75149,0,0,0,4,2001601,29,15,4,146,4034,40.03202,0.0,0.007188894397620228,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-21,399901,푸드,PREORDER,138,4,1,0,70843,70227,1,0,0,4,2071828,30,15,4,150,4172,41.43656,0.007246376811594203,0.007190795781399808,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-22,399901,푸드,PREORDER,154,6,1,0,73483,72844,1,1,0,6,2144672,31,16,4,156,4326,42.89344,0.006493506493506494,0.007165973185390661,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-23,399901,푸드,PREORDER,159,6,1,1,92964,92156,1,1,1,6,2236828,32,17,5,162,4485,44.73656,0.006289308176100629,0.007134894091415831,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-24,399901,푸드,PREORDER,166,6,2,0,68485,67890,3,1,0,6,2304718,35,18,5,168,4651,46.09436,0.018072289156626505,0.007525263384218448,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-25,399901,푸드,PREORDER,182,7,2,0,101840,100955,3,1,0,7,2405673,38,19,5,175,4833,48.11346,0.016483516483516484,0.007862611214566521,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-26,399901,푸드,PREORDER,135,5,0,0,82743,82024,0,0,0,5,2487697,38,19,5,180,4968,49.75394,0.0,0.007648953301127214,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-27,399901,푸드,PREORDER,142,7,1,0,95774,94941,1,1,0,7,2582638,39,20,5,187,5110,51.65276,0.007042253521126761,0.007632093933463796,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-28,399901,푸드,PREORDER,181,6,1,0,107641,106705,1,1,0,6,2689343,40,21,5,193,5291,53.786860000000004,0.0055248618784530384,0.00756000756000756,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-29,399901,푸드,PREORDER,124,5,0,0,79522,78831,0,0,0,5,2768174,40,21,5,198,5415,55.363479999999996,0.0,0.007386888273314866,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-04-30,399901,푸드,PREORDER,156,5,1,0,70313,69702,1,0,0,5,2837876,41,21,5,203,5571,56.75751999999999,0.00641025641025641,0.007359540477472626,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-01,399901,푸드,PREORDER,168,7,1,0,82465,81748,1,1,0,7,2919624,42,22,5,210,5739,58.39248,0.005952380952380952,0.007318348144276007,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-02,399901,푸드,PREORDER,170,5,0,0,96072,95237,0,0,0,5,3014861,42,22,5,215,5909,60.297219999999996,0.0,0.0071078016584870535,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-03,399901,푸드,PREORDER,155,5,1,0,92071,91270,1,0,0,5,3106131,43,22,5,220,6064,62.12262,0.0064516129032258064,0.007091029023746702,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-04,399901,푸드,PREORDER,132,7,2,0,109390,108439,3,1,0,7,3214570,46,23,5,227,6196,64.2914,0.022727272727272728,0.007424144609425436,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-05,399901,푸드,PREORDER,191,7,0,1,90673,89885,0,1,1,7,3304455,46,24,6,234,6387,66.0891,0.0,0.007202129325191796,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-06,399901,푸드,PREORDER,183,9,1,0,94575,93753,1,1,0,9,3398208,47,25,6,243,6570,67.96415999999999,0.00546448087431694,0.007153729071537291,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-07,399901,푸드,PREORDER,170,8,1,1,120664,119615,1,1,1,8,3517823,48,26,7,251,6740,70.35646,0.0058823529411764705,0.007121661721068249,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-08,399901,푸드,PREORDER,201,8,0,0,121385,120330,0,1,0,8,3638153,48,27,7,259,6941,72.76306,0.0,0.00691543005330644,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-09,399901,푸드,PREORDER,229,11,1,0,130888,129750,1,1,0,11,3767903,49,28,7,270,7170,75.35806000000001,0.004366812227074236,0.006834030683403068,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-05-10,399901,푸드,PREORDER,300,8,3,0,133257,132097,11,-3,0,8,3900000,60,25,7,278,7470,78.0,0.03666666666666667,0.008032128514056224,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,브랜드 리디아,19,5000000.0
2026-03-30,393292,반려동물,PREORDER,8809,299,238,20,16312356,16606889,222,49,20,299,16606889,222,49,20,299,8809,83.034445,0.025201498467476446,0.025201498467476446,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-03-31,393292,반려동물,PREORDER,11015,462,141,43,7186885,7316650,132,76,43,462,23923539,354,125,63,761,19824,119.617695,0.011983658647299137,0.017857142857142856,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-01,393292,반려동물,PREORDER,6813,396,174,17,8470548,8623491,163,65,17,396,32547030,517,190,80,1157,26637,162.73515,0.023924849552326436,0.019409092615534782,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-02,393292,반려동물,PREORDER,6815,299,126,30,7727914,7867448,118,49,30,299,40414478,635,239,110,1456,33452,202.07239,0.017314746881878208,0.018982422575630754,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-03,393292,반려동물,PREORDER,7940,304,151,10,9184504,9350338,141,50,10,304,49764816,776,289,120,1760,41392,248.82407999999998,0.017758186397984887,0.01874758407421724,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-04,393292,반려동물,PREORDER,7072,230,139,10,6990846,7117071,130,38,10,230,56881887,906,327,130,1990,48464,284.40943500000003,0.01838235294117647,0.018694288544073952,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-05,393292,반려동물,PREORDER,6961,246,110,24,5120449,5212903,103,40,24,246,62094790,1009,367,154,2236,55425,310.47395,0.014796724608533257,0.018204781235904376,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-06,393292,반려동물,PREORDER,5617,246,96,23,6092410,6202413,90,40,23,246,68297203,1099,407,177,2482,61042,341.486015,0.01602278796510593,0.0180039972477966,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-07,393292,반려동물,PREORDER,4906,123,133,14,6591607,6710624,124,20,14,123,75007827,1223,427,191,2605,65948,375.039135,0.025275173257236036,0.018544914174804392,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-08,393292,반려동물,PREORDER,5424,300,141,7,6375247,6490357,132,49,7,300,81498184,1355,476,198,2905,71372,407.49091999999996,0.024336283185840708,0.018985036148629716,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-09,393292,반려동물,PREORDER,4613,229,107,7,7173413,7302935,100,38,7,229,88801119,1455,514,205,3134,75985,444.00559499999997,0.021677866897897247,0.019148516154504178,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-10,393292,반려동물,PREORDER,5158,276,109,7,7385918,7519277,102,45,7,276,96320396,1557,559,212,3410,81143,481.60198,0.019775106630476928,0.019188346499389965,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-11,393292,반려동물,PREORDER,4404,179,101,14,4966962,5056645,94,29,14,179,101377041,1651,588,226,3589,85547,506.88520500000004,0.02134423251589464,0.019299332530655664,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-12,393292,반려동물,PREORDER,5378,233,105,7,6870192,6994239,98,38,7,233,108371280,1749,626,233,3822,90925,541.8564,0.01822238750464857,0.019235633764091285,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-13,393292,반려동물,PREORDER,6003,173,86,19,8307839,8457844,80,28,19,173,116829124,1829,654,252,3995,96928,584.14562,0.013326669998334166,0.018869676460878178,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-14,393292,반려동물,PREORDER,5352,215,111,22,5855718,5961448,104,35,22,215,122790572,1933,689,274,4210,102280,613.95286,0.01943198804185351,0.01889910050840829,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-15,393292,반려동물,PREORDER,5089,213,80,20,6973134,7099040,75,35,20,213,129889612,2008,724,294,4423,107369,649.44806,0.014737669483199057,0.018701859940951297,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-16,393292,반려동물,PREORDER,3829,236,139,17,8327618,8477980,130,39,17,236,138367592,2138,763,311,4659,111198,691.83796,0.03395142334813267,0.019226964513750246,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-17,393292,반려동물,PREORDER,5033,283,133,15,6304664,6418500,124,47,15,283,144786092,2262,810,326,4942,116231,723.9304599999999,0.024637393204848004,0.019461245278798254,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-18,393292,반려동물,PREORDER,6413,263,126,18,6650809,6770895,118,43,18,263,151556987,2380,853,344,5205,122644,757.784935,0.018400124746608452,0.019405759759955645,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-19,393292,반려동물,PREORDER,5449,221,116,15,7008696,7135244,108,36,15,221,158692231,2488,889,359,5426,128093,793.461155,0.019820150486327768,0.01942338769487794,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-20,393292,반려동물,PREORDER,4890,199,120,18,6348760,6463392,112,33,18,199,165155623,2600,922,377,5625,132983,825.778115,0.022903885480572598,0.01955137122790131,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-21,393292,반려동물,PREORDER,6752,202,118,18,6897158,7021692,110,33,18,202,172177315,2710,955,395,5827,139735,860.886575,0.016291469194312798,0.01939385264965828,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-22,393292,반려동물,PREORDER,6747,324,88,5,6423798,6539785,82,53,5,324,178717100,2792,1008,400,6151,146482,893.5855,0.01215354972580406,0.019060362365341817,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-23,393292,반려동물,PREORDER,4935,228,150,30,6071293,6180915,140,38,30,228,184898015,2932,1046,430,6379,151417,924.4900749999999,0.028368794326241134,0.019363743833255183,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-24,393292,반려동물,PREORDER,6182,268,124,10,8667806,8824310,116,44,10,268,193722325,3048,1090,440,6647,157599,968.611625,0.018764153995470722,0.019340224240001522,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-25,393292,반려동물,PREORDER,7140,245,150,10,5736612,5840191,140,40,10,245,199562516,3188,1130,450,6892,164739,997.81258,0.0196078431372549,0.01935182318698062,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-26,393292,반려동물,PREORDER,7056,318,129,26,7479067,7614108,120,52,26,318,207176624,3308,1182,476,7210,171795,1035.88312,0.017006802721088437,0.0192555080182776,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-27,393292,반려동물,PREORDER,8957,379,198,10,8599034,8754296,185,62,10,379,215930920,3493,1244,486,7589,180752,1079.6545999999998,0.02065423690967958,0.01932482074887138,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-28,393292,반려동물,PREORDER,7668,443,223,23,11826358,12039892,208,73,23,443,227970812,3701,1317,509,8032,188420,1139.8540600000001,0.027125717266562335,0.019642288504405053,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-04-29,393292,반려동물,PREORDER,13320,504,241,12,16530716,16829188,225,88,12,504,244800000,3926,1405,521,8536,201740,1224.0,0.016891891891891893,0.01946069197977595,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,-11,20000000.0
2026-03-30,398388,유아·키즈,PREORDER,734,38,1,1,102980,107708,1,1,1,38,107708,1,1,1,38,734,1.07708,0.0013623978201634877,0.0013623978201634877,첫째도 둘째도 쓰는 엄마 추천 컴팩트,제로랩,-27,10000000.0
